bar,bartender,day,start,end,date
"Icky Elephants Tavern","Daniel Dominguez",Sunday,13:45,23:30,2018-11-11
"Icky Elephants Tavern","Debbie Ash",Sunday,13:45,23:30,2018-11-11
"Icky Elephants Tavern","Debra Gourdine",Sunday,13:45,23:30,2018-11-11
"Icky Elephants Tavern","Ed Johnson",Sunday,13:45,23:30,2018-11-11
"Icky Elephants Tavern","Ana Banderas",Sunday,11:00,13:45,2018-11-11
"Icky Elephants Tavern","Dayna Buchanan",Sunday,11:00,13:45,2018-11-11
"Icky Elephants Tavern","Carol Rust",Sunday,16:45,23:30,2018-11-11
"Icky Elephants Tavern","Agnes Gamblin",Sunday,13:00,23:30,2018-11-11
"Icky Elephants Tavern","Christopher Lanzi",Sunday,17:45,23:30,2018-11-11
"Icky Elephants Tavern","Danielle Sternberg",Sunday,11:00,14:30,2018-11-11
"Impossible Fire","Jospeh Zimmerman",Sunday,16:45,22:15,2018-11-11
"Impossible Fire","James Curry",Sunday,16:45,22:15,2018-11-11
"Impossible Fire","Fredrick Mackin",Sunday,16:45,22:15,2018-11-11
"Impossible Fire","Jinny Small",Sunday,16:45,22:15,2018-11-11
"Impossible Fire","Jerome Purcell",Sunday,12:00,16:45,2018-11-11
"Impossible Fire","Francis Barth",Sunday,12:00,16:45,2018-11-11
"Impossible Fire","Joseph Brown",Sunday,16:45,22:15,2018-11-11
"Impossible Fire","Edward Halcomb",Sunday,20:00,22:15,2018-11-11
"Impossible Fire","Jonathan Jenson",Sunday,14:30,22:15,2018-11-11
"Impossible Fire","John Bledsoe",Sunday,12:00,14:30,2018-11-11
"Incredible Sailboat Pub","Lillian Nix",Sunday,16:20,23:00,2018-11-11
"Incredible Sailboat Pub","Steven Nichols",Sunday,16:20,23:00,2018-11-11
"Incredible Sailboat Pub","Samuel Sarkis",Sunday,16:20,23:00,2018-11-11
"Incredible Sailboat Pub","William Degaetano",Sunday,16:20,23:00,2018-11-11
"Incredible Sailboat Pub","Rowena Cardwell",Sunday,09:00,16:20,2018-11-11
"Incredible Sailboat Pub","Kim Maybee",Sunday,09:00,16:20,2018-11-11
"Incredible Sailboat Pub","Linda Deleon",Sunday,16:45,23:00,2018-11-11
"Incredible Sailboat Pub","Marcus Piatt",Sunday,16:25,23:00,2018-11-11
"Incredible Sailboat Pub","Nicole Byler",Sunday,16:25,23:00,2018-11-11
"Incredible Sailboat Pub","Kerri Elliott",Sunday,09:00,16:25,2018-11-11
"Interesting Trumpet Inn","Elise Hays",Sunday,16:45,22:15,2018-11-11
"Interesting Trumpet Inn","Edward Buttner",Sunday,16:45,22:15,2018-11-11
"Interesting Trumpet Inn","Craig Tackett",Sunday,16:45,22:15,2018-11-11
"Interesting Trumpet Inn","Ann Lindholm",Sunday,16:45,22:15,2018-11-11
"Interesting Trumpet Inn","Erma Patterson",Sunday,12:00,16:45,2018-11-11
"Interesting Trumpet Inn","Don Fletcher",Sunday,12:00,16:45,2018-11-11
"Interesting Trumpet Inn","Dawn Bryson",Sunday,16:00,22:15,2018-11-11
"Interesting Trumpet Inn","Catherine Plant",Sunday,16:00,22:15,2018-11-11
"Interesting Trumpet Inn","Evelyn Mckay",Sunday,14:30,22:15,2018-11-11
"Interesting Trumpet Inn","Cecil Anderson",Sunday,12:00,17:45,2018-11-11
"Iron Library Tavern","Frank Lauridsen",Sunday,16:45,22:45,2018-11-11
"Iron Library Tavern","Jeffrey Black",Sunday,16:45,22:45,2018-11-11
"Iron Library Tavern","Lester Kinde",Sunday,16:45,22:45,2018-11-11
"Iron Library Tavern","Luis Willman",Sunday,16:45,22:45,2018-11-11
"Iron Library Tavern","Jeremy Perino",Sunday,08:00,16:45,2018-11-11
"Iron Library Tavern","Harold Rohrbach",Sunday,08:00,16:45,2018-11-11
"Iron Library Tavern","Jane Caskey",Sunday,14:30,22:45,2018-11-11
"Iron Library Tavern","Joseph Gaccione",Sunday,20:00,22:45,2018-11-11
"Iron Library Tavern","Jarvis Strom",Sunday,13:00,22:45,2018-11-11
"Iron Library Tavern","Fredrick Castro",Sunday,08:00,16:25,2018-11-11
"Iron Tigress Inn","Mark Perez",Sunday,14:50,22:45,2018-11-11
"Iron Tigress Inn","Martina Perez",Sunday,14:50,22:45,2018-11-11
"Iron Tigress Inn","Thomas Danielsen",Sunday,14:50,22:45,2018-11-11
"Iron Tigress Inn","Richard Pessin",Sunday,14:50,22:45,2018-11-11
"Iron Tigress Inn","William Dimaggio",Sunday,08:00,14:50,2018-11-11
"Iron Tigress Inn","Patrica Williams",Sunday,08:00,14:50,2018-11-11
"Iron Tigress Inn","Robyn Ledbetter",Sunday,16:45,22:45,2018-11-11
"Iron Tigress Inn","Ruth Meldahl",Sunday,16:45,22:45,2018-11-11
"Iron Tigress Inn","Maria Gingerich",Sunday,13:00,22:45,2018-11-11
"Iron Tigress Inn","Ramon Martin",Sunday,08:00,16:25,2018-11-11
"Iron Turkey","Bruce Mailes",Sunday,13:30,22:30,2018-11-11
"Iron Turkey","Dianna Call",Sunday,13:30,22:30,2018-11-11
"Iron Turkey","Carole Cox",Sunday,13:30,22:30,2018-11-11
"Iron Turkey","Eric Little",Sunday,13:30,22:30,2018-11-11
"Iron Turkey","Grady Olsen",Sunday,11:00,13:30,2018-11-11
"Iron Turkey","Flora Myrick",Sunday,11:00,13:30,2018-11-11
"Iron Turkey","Anne Hood",Sunday,16:00,22:30,2018-11-11
"Iron Turkey","Diamond Parker",Sunday,16:00,22:30,2018-11-11
"Iron Turkey","Corey Lorenzen",Sunday,14:30,22:30,2018-11-11
"Iron Turkey","Andrew Lindahl",Sunday,11:00,17:45,2018-11-11
"Itchy Cheetah Bar","Marcus Hackshaw",Sunday,13:45,23:30,2018-11-11
"Itchy Cheetah Bar","Leatrice Kanagy",Sunday,13:45,23:30,2018-11-11
"Itchy Cheetah Bar","Mary Pham",Sunday,13:45,23:30,2018-11-11
"Itchy Cheetah Bar","Loretta Martinez",Sunday,13:45,23:30,2018-11-11
"Itchy Cheetah Bar","Linda Baridon",Sunday,12:00,13:45,2018-11-11
"Itchy Cheetah Bar","John Bethea",Sunday,12:00,13:45,2018-11-11
"Itchy Cheetah Bar","Nancy Chin",Sunday,20:00,23:30,2018-11-11
"Itchy Cheetah Bar","Gregory Dailey",Sunday,16:45,23:30,2018-11-11
"Itchy Cheetah Bar","Kenneth Thompson",Sunday,13:00,23:30,2018-11-11
"Itchy Cheetah Bar","Gregory Levitt",Sunday,12:00,16:00,2018-11-11
"Ivory Lamb Pub","Sarah Lupez",Sunday,15:00,22:00,2018-11-11
"Ivory Lamb Pub","Tamara Tweed",Sunday,15:00,22:00,2018-11-11
"Ivory Lamb Pub","Wesley Meyer",Sunday,15:00,22:00,2018-11-11
"Ivory Lamb Pub","Stephen Frerichs",Sunday,15:00,22:00,2018-11-11
"Ivory Lamb Pub","Robert Ray",Sunday,08:00,15:00,2018-11-11
"Ivory Lamb Pub","Suzanne Maize",Sunday,08:00,15:00,2018-11-11
"Ivory Lamb Pub","Vicki Mccall",Sunday,16:45,22:00,2018-11-11
"Ivory Lamb Pub","Randy Mcvicker",Sunday,16:25,22:00,2018-11-11
"Ivory Lamb Pub","Russell Stanley",Sunday,16:00,22:00,2018-11-11
"Ivory Lamb Pub","Tom Gilbreath",Sunday,08:00,16:45,2018-11-11
"Jaded Pants Pub","Irma Muse",Sunday,16:45,22:45,2018-11-11
"Jaded Pants Pub","Brenda Gonzalez",Sunday,16:45,22:45,2018-11-11
"Jaded Pants Pub","Carolyn Lasala",Sunday,16:45,22:45,2018-11-11
"Jaded Pants Pub","Henry Halstead",Sunday,16:45,22:45,2018-11-11
"Jaded Pants Pub","Hilda Brown",Sunday,12:00,16:45,2018-11-11
"Jaded Pants Pub","Elisabeth Mazurek",Sunday,12:00,16:45,2018-11-11
"Jaded Pants Pub","Albert Cain",Sunday,16:45,22:45,2018-11-11
"Jaded Pants Pub","Brett Garner",Sunday,16:00,22:45,2018-11-11
"Jaded Pants Pub","Emily Grimes",Sunday,16:00,22:45,2018-11-11
"Jaded Pants Pub","Everett Halpin",Sunday,12:00,16:00,2018-11-11
"Jealous Fiddle Pub","Marcia Holland",Sunday,13:45,22:30,2018-11-11
"Jealous Fiddle Pub","Maria Carlin",Sunday,13:45,22:30,2018-11-11
"Jealous Fiddle Pub","Jose Wright",Sunday,13:45,22:30,2018-11-11
"Jealous Fiddle Pub","Lorena Parker",Sunday,13:45,22:30,2018-11-11
"Jealous Fiddle Pub","Karyl Ito",Sunday,10:00,13:45,2018-11-11
"Jealous Fiddle Pub","Kimberly Hales",Sunday,10:00,13:45,2018-11-11
"Jealous Fiddle Pub","John Doty",Sunday,16:25,22:30,2018-11-11
"Jealous Fiddle Pub","Keith Burnette",Sunday,17:45,22:30,2018-11-11
"Jealous Fiddle Pub","Mary Savage",Sunday,16:00,22:30,2018-11-11
"Jealous Fiddle Pub","Kelly Boivin",Sunday,10:00,16:25,2018-11-11
"Keen Snail Bar","Rebecca Tomita",Sunday,14:50,23:30,2018-11-11
"Keen Snail Bar","Robert Alexander",Sunday,14:50,23:30,2018-11-11
"Keen Snail Bar","Ruth Rodriguez",Sunday,14:50,23:30,2018-11-11
"Keen Snail Bar","Milton Welch",Sunday,14:50,23:30,2018-11-11
"Keen Snail Bar","Rachel Wilson",Sunday,08:00,14:50,2018-11-11
"Keen Snail Bar","Roberta Logsdon",Sunday,08:00,14:50,2018-11-11
"Keen Snail Bar","Phillip Feasel",Sunday,16:25,23:30,2018-11-11
"Keen Snail Bar","Peggy Gaines",Sunday,16:25,23:30,2018-11-11
"Keen Snail Bar","Wayne Atkins",Sunday,16:25,23:30,2018-11-11
"Keen Snail Bar","Melissa Warren",Sunday,08:00,16:25,2018-11-11
"Latino Magpie","Alisa Lassiter",Sunday,15:00,23:00,2018-11-11
"Latino Magpie","Alice Fico",Sunday,15:00,23:00,2018-11-11
"Latino Magpie","David Aybar",Sunday,15:00,23:00,2018-11-11
"Latino Magpie","Cindy Laso",Sunday,15:00,23:00,2018-11-11
"Latino Magpie","Brenda Henke",Sunday,12:00,15:00,2018-11-11
"Latino Magpie","Donald Dickson",Sunday,12:00,15:00,2018-11-11
"Latino Magpie","Benita Clark",Sunday,16:00,23:00,2018-11-11
"Latino Magpie","Ellen Vankeuren",Sunday,13:00,23:00,2018-11-11
"Latino Magpie","Cherie Wyche",Sunday,17:45,23:00,2018-11-11
"Latino Magpie","Bonnie Heiman",Sunday,12:00,14:30,2018-11-11
"Laughing Elephant Tavern","Joey Rutledge",Sunday,13:30,22:30,2018-11-11
"Laughing Elephant Tavern","Michael Etheridge",Sunday,13:30,22:30,2018-11-11
"Laughing Elephant Tavern","Michael Chastain",Sunday,13:30,22:30,2018-11-11
"Laughing Elephant Tavern","Mary Price",Sunday,13:30,22:30,2018-11-11
"Laughing Elephant Tavern","Keith Tate",Sunday,08:00,13:30,2018-11-11
"Laughing Elephant Tavern","Michael Bailey",Sunday,08:00,13:30,2018-11-11
"Laughing Elephant Tavern","Kevin Jose",Sunday,17:45,22:30,2018-11-11
"Laughing Elephant Tavern","Heather Hoff",Sunday,16:45,22:30,2018-11-11
"Laughing Elephant Tavern","Mary Riddle",Sunday,16:25,22:30,2018-11-11
"Laughing Elephant Tavern","Karen Stone",Sunday,08:00,16:45,2018-11-11
"Little Elixir Club","Timothy Rodriguez",Sunday,16:20,22:00,2018-11-11
"Little Elixir Club","Violet Logan",Sunday,16:20,22:00,2018-11-11
"Little Elixir Club","Simon Williams",Sunday,16:20,22:00,2018-11-11
"Little Elixir Club","Trudy Miceli",Sunday,16:20,22:00,2018-11-11
"Little Elixir Club","Myrna Eversmeyer",Sunday,12:00,16:20,2018-11-11
"Little Elixir Club","Sue Hess",Sunday,12:00,16:20,2018-11-11
"Little Elixir Club","Robert Krzeczkowski",Sunday,16:00,22:00,2018-11-11
"Little Elixir Club","Robert Mabe",Sunday,17:45,22:00,2018-11-11
"Little Elixir Club","Yvette Fassett",Sunday,20:00,22:00,2018-11-11
"Little Elixir Club","Zachary Mixon",Sunday,12:00,16:45,2018-11-11
"Lively Elf","Howard Cooper",Sunday,14:50,22:00,2018-11-11
"Lively Elf","Carol Whitlatch",Sunday,14:50,22:00,2018-11-11
"Lively Elf","Diane Burnside",Sunday,14:50,22:00,2018-11-11
"Lively Elf","Caroline Beato",Sunday,14:50,22:00,2018-11-11
"Lively Elf","Dominga Gauthier",Sunday,09:00,14:50,2018-11-11
"Lively Elf","Betty Morton",Sunday,09:00,14:50,2018-11-11
"Lively Elf","Charles Tim",Sunday,13:00,22:00,2018-11-11
"Lively Elf","James Barnes",Sunday,17:45,22:00,2018-11-11
"Lively Elf","Brianna Lotz",Sunday,16:00,22:00,2018-11-11
"Lively Elf","Beverly Kenyon",Sunday,09:00,16:25,2018-11-11
"Lonely Snowdrop","Joan Bates",Sunday,14:50,23:00,2018-11-11
"Lonely Snowdrop","Joseph Bettinson",Sunday,14:50,23:00,2018-11-11
"Lonely Snowdrop","Jarvis Eldridge",Sunday,14:50,23:00,2018-11-11
"Lonely Snowdrop","Juan Johnson",Sunday,14:50,23:00,2018-11-11
"Lonely Snowdrop","Jesse Kozyra",Sunday,10:00,14:50,2018-11-11
"Lonely Snowdrop","Josie Herrera",Sunday,10:00,14:50,2018-11-11
"Lonely Snowdrop","Joshua Bates",Sunday,16:00,23:00,2018-11-11
"Lonely Snowdrop","Max Castillo",Sunday,20:00,23:00,2018-11-11
"Lonely Snowdrop","John Benavides",Sunday,16:45,23:00,2018-11-11
"Lonely Snowdrop","Mary Gassoway",Sunday,10:00,14:30,2018-11-11
"Loud Elderberry Bar","William Linton",Sunday,16:20,23:00,2018-11-11
"Loud Elderberry Bar","Sheila Reardon",Sunday,16:20,23:00,2018-11-11
"Loud Elderberry Bar","Steven Weir",Sunday,16:20,23:00,2018-11-11
"Loud Elderberry Bar","Sofia Smith",Sunday,16:20,23:00,2018-11-11
"Loud Elderberry Bar","Oretha Allison",Sunday,08:00,16:20,2018-11-11
"Loud Elderberry Bar","Sharon Boudreau",Sunday,08:00,16:20,2018-11-11
"Loud Elderberry Bar","Winnie Hernandez",Sunday,13:00,23:00,2018-11-11
"Loud Elderberry Bar","Nancy Ales",Sunday,17:45,23:00,2018-11-11
"Loud Elderberry Bar","Raymond Jacob",Sunday,14:30,23:00,2018-11-11
"Loud Elderberry Bar","Rebecca Berry",Sunday,08:00,16:00,2018-11-11
"Lying Explorer Tavern","Beth Graves",Sunday,15:00,22:00,2018-11-11
"Lying Explorer Tavern","Jennette Ardis",Sunday,15:00,22:00,2018-11-11
"Lying Explorer Tavern","Beatrice Broenneke",Sunday,15:00,22:00,2018-11-11
"Lying Explorer Tavern","Bernard Bermudes",Sunday,15:00,22:00,2018-11-11
"Lying Explorer Tavern","Dawn Dorf",Sunday,10:00,15:00,2018-11-11
"Lying Explorer Tavern","Erica Cormier",Sunday,10:00,15:00,2018-11-11
"Lying Explorer Tavern","Carmen Soron",Sunday,13:00,22:00,2018-11-11
"Lying Explorer Tavern","Bradley Durr",Sunday,16:00,22:00,2018-11-11
"Lying Explorer Tavern","Alonzo Lim",Sunday,16:00,22:00,2018-11-11
"Lying Explorer Tavern","Dorothy Pyle",Sunday,10:00,16:00,2018-11-11
"Magnificent Dark Elf Bar","Luisa Campbell",Sunday,15:00,23:15,2018-11-11
"Magnificent Dark Elf Bar","Marcos Nicholas",Sunday,15:00,23:15,2018-11-11
"Magnificent Dark Elf Bar","Karen Mcentee",Sunday,15:00,23:15,2018-11-11
"Magnificent Dark Elf Bar","Keith Mercado",Sunday,15:00,23:15,2018-11-11
"Magnificent Dark Elf Bar","Michael Stagnaro",Sunday,12:00,15:00,2018-11-11
"Magnificent Dark Elf Bar","Nancy Williamson",Sunday,12:00,15:00,2018-11-11
"Magnificent Dark Elf Bar","Jennifer Brush",Sunday,13:00,23:15,2018-11-11
"Magnificent Dark Elf Bar","Michael Pritchett",Sunday,13:00,23:15,2018-11-11
"Magnificent Dark Elf Bar","Maria Swartz",Sunday,13:00,23:15,2018-11-11
"Magnificent Dark Elf Bar","Johnathan Story",Sunday,12:00,16:00,2018-11-11
"Middle Cushion Bar","Sammy Seymour",Sunday,15:00,23:30,2018-11-11
"Middle Cushion Bar","Olga Ramirez",Sunday,15:00,23:30,2018-11-11
"Middle Cushion Bar","Robert Taylor",Sunday,15:00,23:30,2018-11-11
"Middle Cushion Bar","Wayne Selby",Sunday,15:00,23:30,2018-11-11
"Middle Cushion Bar","Steven Hudson",Sunday,08:00,15:00,2018-11-11
"Middle Cushion Bar","Ted Bryson",Sunday,08:00,15:00,2018-11-11
"Middle Cushion Bar","Ruth Dampier",Sunday,14:30,23:30,2018-11-11
"Middle Cushion Bar","Tamara Alloway",Sunday,17:45,23:30,2018-11-11
"Middle Cushion Bar","Treena Paz",Sunday,17:45,23:30,2018-11-11
"Middle Cushion Bar","Scott Coulter",Sunday,08:00,17:45,2018-11-11
"Mixing Demon Pub","Ann Whittington",Sunday,16:20,23:45,2018-11-11
"Mixing Demon Pub","Dorothy Newman",Sunday,16:20,23:45,2018-11-11
"Mixing Demon Pub","Donald Earley",Sunday,16:20,23:45,2018-11-11
"Mixing Demon Pub","Albert Alvarez",Sunday,16:20,23:45,2018-11-11
"Mixing Demon Pub","Anthony Harper",Sunday,12:00,16:20,2018-11-11
"Mixing Demon Pub","Daniel Christenson",Sunday,12:00,16:20,2018-11-11
"Mixing Demon Pub","Brian Nicholas",Sunday,16:45,23:45,2018-11-11
"Mixing Demon Pub","Evelyn Bailey",Sunday,16:00,23:45,2018-11-11
"Mixing Demon Pub","Alisa Reed",Sunday,13:00,23:45,2018-11-11
"Mixing Demon Pub","Cesar Robinson",Sunday,12:00,16:00,2018-11-11
"Molten Ants Bar","Kathryn Chavis",Sunday,16:20,22:15,2018-11-11
"Molten Ants Bar","Gloria Hays",Sunday,16:20,22:15,2018-11-11
"Molten Ants Bar","Mary Bell",Sunday,16:20,22:15,2018-11-11
"Molten Ants Bar","Kari Villa",Sunday,16:20,22:15,2018-11-11
"Molten Ants Bar","Lorraine Davis",Sunday,12:00,16:20,2018-11-11
"Molten Ants Bar","John Montney",Sunday,12:00,16:20,2018-11-11
"Molten Ants Bar","Frank Plemons",Sunday,16:25,22:15,2018-11-11
"Molten Ants Bar","Kevin Amaral",Sunday,16:00,22:15,2018-11-11
"Molten Ants Bar","Jayson Davis",Sunday,13:00,22:15,2018-11-11
"Molten Ants Bar","Howard Payne",Sunday,12:00,16:45,2018-11-11
"Natural Leopard","Pete Elrod",Sunday,13:30,22:15,2018-11-11
"Natural Leopard","Richard Fenton",Sunday,13:30,22:15,2018-11-11
"Natural Leopard","Ronald Thelen",Sunday,13:30,22:15,2018-11-11
"Natural Leopard","William Daniels",Sunday,13:30,22:15,2018-11-11
"Natural Leopard","Stacey Gunn",Sunday,12:00,13:30,2018-11-11
"Natural Leopard","Maurice Larry",Sunday,12:00,13:30,2018-11-11
"Natural Leopard","Sandra Villalobas",Sunday,16:25,22:15,2018-11-11
"Natural Leopard","Steve Daniels",Sunday,14:30,22:15,2018-11-11
"Natural Leopard","Sergio Schuchart",Sunday,16:25,22:15,2018-11-11
"Natural Leopard","Rebecca Proctor",Sunday,12:00,17:45,2018-11-11
"Natural Squash Tavern","Clyde Mccorkle",Sunday,13:30,22:30,2018-11-11
"Natural Squash Tavern","James Mozie",Sunday,13:30,22:30,2018-11-11
"Natural Squash Tavern","Emma Walker",Sunday,13:30,22:30,2018-11-11
"Natural Squash Tavern","David Keeler",Sunday,13:30,22:30,2018-11-11
"Natural Squash Tavern","Corey Sanders",Sunday,08:00,13:30,2018-11-11
"Natural Squash Tavern","Gloria Garcia",Sunday,08:00,13:30,2018-11-11
"Natural Squash Tavern","Christopher Nevarez",Sunday,17:45,22:30,2018-11-11
"Natural Squash Tavern","Eddie Jones",Sunday,17:45,22:30,2018-11-11
"Natural Squash Tavern","Gary White",Sunday,13:00,22:30,2018-11-11
"Natural Squash Tavern","Christopher Higgins",Sunday,08:00,16:00,2018-11-11
"Naughty Bean Inn","Joseph Dick",Sunday,14:50,23:30,2018-11-11
"Naughty Bean Inn","Michael Howard",Sunday,14:50,23:30,2018-11-11
"Naughty Bean Inn","Leigh Mclaughlin",Sunday,14:50,23:30,2018-11-11
"Naughty Bean Inn","Louis Nelson",Sunday,14:50,23:30,2018-11-11
"Naughty Bean Inn","Marian Spivey",Sunday,09:00,14:50,2018-11-11
"Naughty Bean Inn","Mark Miller",Sunday,09:00,14:50,2018-11-11
"Naughty Bean Inn","Juan Young",Sunday,13:00,23:30,2018-11-11
"Naughty Bean Inn","Janet Rasmussen",Sunday,20:00,23:30,2018-11-11
"Naughty Bean Inn","Michael Francis",Sunday,13:00,23:30,2018-11-11
"Naughty Bean Inn","Joyce Cranker",Sunday,09:00,16:00,2018-11-11
"Needy Mind Tavern","Winfred Maldonado",Sunday,13:30,22:15,2018-11-11
"Needy Mind Tavern","Michele Victory",Sunday,13:30,22:15,2018-11-11
"Needy Mind Tavern","Tiffany Janosek",Sunday,13:30,22:15,2018-11-11
"Needy Mind Tavern","Theresa Patrick",Sunday,13:30,22:15,2018-11-11
"Needy Mind Tavern","Sonia Ellison",Sunday,12:00,13:30,2018-11-11
"Needy Mind Tavern","Thomas Parish",Sunday,12:00,13:30,2018-11-11
"Needy Mind Tavern","Thomas Edwards",Sunday,14:30,22:15,2018-11-11
"Needy Mind Tavern","Sherry Pentz",Sunday,13:00,22:15,2018-11-11
"Needy Mind Tavern","Patricia Peebles",Sunday,16:00,22:15,2018-11-11
"Needy Mind Tavern","Peter King",Sunday,12:00,14:30,2018-11-11
"Nervous Jaguar Inn","Donald Lozano",Sunday,15:00,23:00,2018-11-11
"Nervous Jaguar Inn","Edgar Collins",Sunday,15:00,23:00,2018-11-11
"Nervous Jaguar Inn","Brian Mcjunkins",Sunday,15:00,23:00,2018-11-11
"Nervous Jaguar Inn","Charmaine Solis",Sunday,15:00,23:00,2018-11-11
"Nervous Jaguar Inn","Bob Feliciano",Sunday,11:00,15:00,2018-11-11
"Nervous Jaguar Inn","Carolyn Butler",Sunday,11:00,15:00,2018-11-11
"Nervous Jaguar Inn","Christopher Smith",Sunday,14:30,23:00,2018-11-11
"Nervous Jaguar Inn","Charles Melendez",Sunday,14:30,23:00,2018-11-11
"Nervous Jaguar Inn","Dan Lee",Sunday,20:00,23:00,2018-11-11
"Nervous Jaguar Inn","Edward Hilton",Sunday,11:00,14:30,2018-11-11
"Nervous Mountain Inn","James Montgomery",Sunday,16:20,22:45,2018-11-11
"Nervous Mountain Inn","Florence Elias",Sunday,16:20,22:45,2018-11-11
"Nervous Mountain Inn","Jo Peck",Sunday,16:20,22:45,2018-11-11
"Nervous Mountain Inn","Joey Bade",Sunday,16:20,22:45,2018-11-11
"Nervous Mountain Inn","Emma Bennett",Sunday,12:00,16:20,2018-11-11
"Nervous Mountain Inn","Jay Shivers",Sunday,12:00,16:20,2018-11-11
"Nervous Mountain Inn","Maria Soto",Sunday,20:00,22:45,2018-11-11
"Nervous Mountain Inn","Harvey Clarke",Sunday,16:45,22:45,2018-11-11
"Nervous Mountain Inn","Julia Burpee",Sunday,13:00,22:45,2018-11-11
"Nervous Mountain Inn","Jose Yates",Sunday,12:00,16:00,2018-11-11
"New Spider Bar","Micheal Ceraos",Sunday,15:00,22:15,2018-11-11
"New Spider Bar","Marilyn Ager",Sunday,15:00,22:15,2018-11-11
"New Spider Bar","Monique Harker",Sunday,15:00,22:15,2018-11-11
"New Spider Bar","Steven Barnes",Sunday,15:00,22:15,2018-11-11
"New Spider Bar","Sally James",Sunday,09:00,15:00,2018-11-11
"New Spider Bar","Michael Fisher",Sunday,09:00,15:00,2018-11-11
"New Spider Bar","Mazie Keenan",Sunday,13:00,22:15,2018-11-11
"New Spider Bar","Roger Sanchez",Sunday,17:45,22:15,2018-11-11
"New Spider Bar","Mary Payton",Sunday,16:00,22:15,2018-11-11
"New Spider Bar","Mary Gilmore",Sunday,09:00,13:00,2018-11-11
"Nifty Branch Inn","Alex Tinsley",Sunday,16:45,23:00,2018-11-11
"Nifty Branch Inn","Allen Jenkins",Sunday,16:45,23:00,2018-11-11
"Nifty Branch Inn","Debora Morton",Sunday,16:45,23:00,2018-11-11
"Nifty Branch Inn","Aaron Bundy",Sunday,16:45,23:00,2018-11-11
"Nifty Branch Inn","Dale Dixon",Sunday,11:00,16:45,2018-11-11
"Nifty Branch Inn","Chris Marquess",Sunday,11:00,16:45,2018-11-11
"Nifty Branch Inn","Christopher Scarborough",Sunday,13:00,23:00,2018-11-11
"Nifty Branch Inn","Cynthia Drennen",Sunday,17:45,23:00,2018-11-11
"Nifty Branch Inn","Gary Baxter",Sunday,16:25,23:00,2018-11-11
"Nifty Branch Inn","Bobby Delgiudice",Sunday,11:00,17:45,2018-11-11
"Nimble Squash","Lloyd Haynes",Sunday,16:20,23:30,2018-11-11
"Nimble Squash","Loretta Pittsley",Sunday,16:20,23:30,2018-11-11
"Nimble Squash","Melvin Cox",Sunday,16:20,23:30,2018-11-11
"Nimble Squash","Helen Klein",Sunday,16:20,23:30,2018-11-11
"Nimble Squash","Michael Hancock",Sunday,12:00,16:20,2018-11-11
"Nimble Squash","John Mccain",Sunday,12:00,16:20,2018-11-11
"Nimble Squash","Gertrude Mccormick",Sunday,16:45,23:30,2018-11-11
"Nimble Squash","Lorrie Larson",Sunday,13:00,23:30,2018-11-11
"Nimble Squash","Ralph Wells",Sunday,14:30,23:30,2018-11-11
"Nimble Squash","James Mackley",Sunday,12:00,16:45,2018-11-11
"Nimble Stream Pub","Sandra Mahr",Sunday,16:20,22:30,2018-11-11
"Nimble Stream Pub","Steven Lefevre",Sunday,16:20,22:30,2018-11-11
"Nimble Stream Pub","Teresa Sanchez",Sunday,16:20,22:30,2018-11-11
"Nimble Stream Pub","Travis Mclaughlin",Sunday,16:20,22:30,2018-11-11
"Nimble Stream Pub","Tracy Jewell",Sunday,09:00,16:20,2018-11-11
"Nimble Stream Pub","Ryan Nelson",Sunday,09:00,16:20,2018-11-11
"Nimble Stream Pub","Tonya Ebert",Sunday,17:45,22:30,2018-11-11
"Nimble Stream Pub","Willie Parry",Sunday,13:00,22:30,2018-11-11
"Nimble Stream Pub","William Pelletier",Sunday,16:00,22:30,2018-11-11
"Nimble Stream Pub","Ronald Messenger",Sunday,09:00,20:00,2018-11-11
"Oceanic Knight Inn","Eric Ottinger",Sunday,16:20,22:15,2018-11-11
"Oceanic Knight Inn","Adrian Briggs",Sunday,16:20,22:15,2018-11-11
"Oceanic Knight Inn","Angela Hampson",Sunday,16:20,22:15,2018-11-11
"Oceanic Knight Inn","Erika Woods",Sunday,16:20,22:15,2018-11-11
"Oceanic Knight Inn","Dan Clouser",Sunday,12:00,16:20,2018-11-11
"Oceanic Knight Inn","Daniel Klar",Sunday,12:00,16:20,2018-11-11
"Oceanic Knight Inn","Edward Dannenberg",Sunday,13:00,22:15,2018-11-11
"Oceanic Knight Inn","Benny Smith",Sunday,13:00,22:15,2018-11-11
"Oceanic Knight Inn","Dianna Guerrero",Sunday,20:00,22:15,2018-11-11
"Oceanic Knight Inn","Emily Pendergrass",Sunday,12:00,20:00,2018-11-11
"Oceanic Woodpecker Inn","Janice Thull",Sunday,16:45,23:15,2018-11-11
"Oceanic Woodpecker Inn","Jenny Stanislawski",Sunday,16:45,23:15,2018-11-11
"Oceanic Woodpecker Inn","Heidi Rubin",Sunday,16:45,23:15,2018-11-11
"Oceanic Woodpecker Inn","Harold Barnett",Sunday,16:45,23:15,2018-11-11
"Oceanic Woodpecker Inn","Iva Tipps",Sunday,08:00,16:45,2018-11-11
"Oceanic Woodpecker Inn","Leona Thomas",Sunday,08:00,16:45,2018-11-11
